"Land_system_names","Land_use","lon","lat","Landform_sha","F.eve","BIO1_Annual_Mean_Temperature","BIO10_Mean_Temperature_Warmest_Quarter","BIO11_Mean_Temperature_Coldest_Quarter","BIO12_Annual_Precipitation","BIO13_Precipitation_Wettest_Month","BIO14_Precipitation_Driest_Month","BIO15_Precipitation_Seasonality","BIO16_Precipitation_Wettest_Quarter","BIO17_Precipitation_Driest_Quarter","BIO18_Precipitation_Warmest_Quarter","BIO19_Precipitation_Coldest_Quarter","BIO2_Mean_Diurnal_Range","BIO3_Isothermality","BIO4_Temperature_Seasonality","BIO5_Max_Temperature_Warmest_Month","BIO6_Min_Temperature_Coldest_Month","BIO7_Temperature_Annual_Range","BIO8_Mean_Temperature_Wettest_Quarter","BIO9_Mean_Temperature_Driest_Quarter","Top_Rao","Cec_Rao","Clay_Rao","N_Rao","pH_Rao","Sand_Rao","Silt_Rao","Soc_Rao","Hyd_feat_Sha","TWI_Rao","C.hull","F.eDep","F.eRDC","F.rich","F.disp","F.div","F.dist","F.nMST","F.rao","Sp.rich","intensity_bi","intensity_ord","intensity_bi_N","intensity_ord_N"
"low-intensity grassland",51,5297284,2691465,0.958436263153043,0.634317144072026,-0.977277522491357,-0.944673115360181,-1.02676593236727,0.474761823151661,0.546092866017451,0.295714757609658,-0.0824238619413937,0.478780512576491,0.332637279961537,0.79473134862067,0.117491280708476,0.276779239657116,-0.0453550720512327,0.618120589504949,-0.953338095933368,-0.979423894335201,0.405700858697698,-0.165759175103715,-1.04520469752956,-0.286133680956434,-0.427811712323748,-0.879980684204374,-0.389359110149998,-0.0287992214762845,-1.06540972178446,-1.15233529495173,-0.372533895281646,-1.43535615442717,-0.218028239878714,-1.17788540888446,0.393838137962147,0.530866535169739,-1.1726999471057,-1.44835833574141,-1.19067912856734,-1.07716462746758,1.05374847687341,-1.38425756209889,-0.602626948389773,"low","low","0","2"
"high-intensity forest",43,4149284,2690465,-0.761001909028794,-0.149362803805483,-0.0094701285420089,-0.101699722880022,0.0725201477075541,0.233871576491678,-0.22837992718541,0.528424949891538,-1.24642213484007,-0.107935458952861,0.468255413635941,0.377956464582297,0.162454615688582,0.291019564288899,0.635704192381007,-0.30997516021038,-0.0891651042873843,0.0737163339651099,-0.210848994802233,0.62944726902409,-0.420439552299858,0.74566909152384,2.44338652167349,1.91162477964808,-0.990740892814754,0.531644820707254,1.78690939434827,-0.466988479371252,-0.135372235065825,-1.43535615442717,-1.80905420800101,0.499187721136007,0.322384571305937,0.257068171904703,1.06732294083449,0.945959308041995,0.302336627593579,1.00074824730991,-0.760006519025728,0.921806745698151,0.641461008603865,"high","high","1","4"
"high-intensity forest",43,4150284,2690465,-1.67279201237408,0.694195815732343,0.151687681767154,0.122083312777287,0.155717855740095,0.225746534171433,-0.234413376063568,0.511861856639652,-1.21744056703248,-0.10954909722056,0.451911898476505,0.378496390256606,0.146520811547745,0.282285896706271,0.488165709017679,-0.15905432290021,0.120274417371924,0.141445903624637,-0.0780916959592463,0.860842959070069,-0.356638840836808,0.814646326611824,1.54715777666508,2.25169134124348,-0.11240011250281,0.425221933335692,1.80494638674407,-0.111500003119354,0.714815968643246,-0.710980078992376,-1.35167035130872,0.392526293068219,-0.521405305655518,-1.03682635571736,1.10252469730349,0.340434461179812,0.65941401260456,0.327224231710488,0.081454142559745,0.369228031677906,1.14841710384854,"high","high","1","4"
"medium-intensity forest",42,4207284,2690465,0.91167314728204,1.16960122972291,0.176219787014427,0.11620837658103,0.214197929370261,0.51064039468408,0.271216796461591,0.593838602343876,-0.440998406398936,0.401760274904848,0.522775219339681,0.772305344617161,0.144700471606344,0.160797660560698,0.485228137918475,-0.256349086886501,0.0865273952269243,0.214190882264844,-0.225378282603999,1.20093868943143,-0.344764908769894,0.249688278912816,0.580593872436334,2.15521823254629,0.74499616664392,1.49526647564653,2.29992607329876,-0.0864031359461469,-0.532165351598083,-0.0459904548359396,0.43091705091427,-0.263765341491396,-0.369998126787547,-0.495200431828473,0.463145210559257,0.203055469543032,0.912975441027151,0.0145851782901431,0.672105967404401,0.173352990363935,1.05350219099455,"low","medium","1","3"
"medium-intensity forest",42,4243284,2690465,0.950056520544161,-0.692796369538603,-0.401341495423518,-0.504381134716957,-0.300777328150585,1.36906546900015,1.19099716787042,1.68323559361795,-0.407269434149803,1.2901318366168,1.66715066211086,1.44008085240575,0.945129053266818,0.267169550706022,0.465093745541162,-0.164971360044051,-0.509791799593737,-0.314047207819087,-0.0986279842759478,0.585482252925083,-0.638696920270942,0.40692701558912,3.0336185713214,-1.28160211787452,-0.757526444749651,-0.519658346298287,-1.08429232977181,-1.23692446033267,0.0525343713338461,-0.951021786040041,-0.995948662849853,0.754057137333254,0.721153240912248,0.596992444850585,0.535513398536622,1.01001169028154,-0.547413080496005,0.799686208333069,-0.320490991572365,0.935003201981626,-0.144650292513129,"low","medium","1","3"
"medium-intensity forest",42,4244284,2690465,1.05620133920674,-0.178148731361176,-0.439864114959,-0.550886868615183,-0.327920178053229,1.43692021164835,1.25869890793742,1.7766351258204,-0.413655945800937,1.35660527564751,1.76731256821699,1.49004793421739,1.00856462614911,0.276779239657116,0.466720743703291,-0.17163959369754,-0.549481000541695,-0.339931328729541,-0.104148360098646,0.539361181361611,-0.658186396577719,0.549922560850653,3.01214726403414,-0.108552217036169,-0.918273128270279,0.126297547276609,-1.23458845663512,-0.689423990079223,0.613659186942826,-1.36391956244645,-1.00848306591116,0.2238757526881,0.337230376873764,0.252018378703186,0.429063679082655,1.21512902145643,0.749401076758551,0.501383739299505,-0.328511347912764,0.951246950984373,0.0329231277849492,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,4245284,2690465,0.790810756116069,0.350189924349487,-0.322318148848998,-0.401589415074901,-0.255715016824858,1.43573647056637,1.25705690189283,1.77865025285854,-0.418672216430158,1.35343080660173,1.77319048314461,1.48766173370134,1.01076623553337,0.267668949251302,0.422729900861166,-0.102423983396903,-0.408167902577305,-0.267788650119085,-0.0543710119188339,0.687423752614532,-0.610982553817144,0.615743778797526,1.90476080715144,-0.625160543050392,-0.306500966913122,0.950700653750616,-0.590990678345948,-0.152187366286039,0.34536943941637,-1.43535615442717,-0.00162069706568949,0.799681412780302,-0.248332027679761,-0.265362467794236,0.96616727359814,0.624405264899418,-0.684705237534687,0.428433616747291,-0.111092952356606,0.718273198127396,0.843703520528641,"low","none","0","1"
"shrub",80,4605284,2690465,-0.0112831132485411,0.432547680762065,-2.12750956650471,-2.22215203935408,-1.95410431154101,1.21821312752995,1.70605032879416,0.781814284549571,0.788446790066498,1.64714425094684,0.790479018398508,1.70844170111038,0.299379966967217,0.910121120353154,0.407682295414915,0.50717640298761,-1.99086467454121,-1.97798515991079,0.745856511901422,-1.11808047324965,-1.6621605346488,1.72098130633846,-0.522339091554328,-0.7056833248991,-0.636922961516482,-0.941663589725982,-0.415844659772253,-0.035633404963746,0.14195934734166,-0.687118441060863,-1.4706462717868,1.63687478294941,0.508479274930171,0.816257477326175,-0.291584971553747,0.943764730626067,1.0243819229046,-0.201969765637694,-4.37068664191357,0.516282374291406,-0.7000970339638,"low","none","0","1"
"forest/shrubs and cropland mosaics",71,4217284,2689465,0.407745638020663,0.645480155912918,0.118751386145807,0.0749135477281693,0.133205385763309,0.476615247778019,0.283202934664742,0.54499353740758,-0.344252317194401,0.402104450513902,0.474654827782707,0.772564056232897,0.0840155112191325,0.218788173587013,0.486928633382264,-0.169953170529853,0.0420262771926974,0.14189760979444,-0.166450846811468,1.15998542201515,-0.386914293148496,-0.625616575863037,0.263273079502632,-0.011504713667436,1.32189018769605,-0.159261329842646,0.916369324176606,0.799018583681611,-1.07347754279831,0.331673771821031,-0.322127483946451,0.0573061845049085,0.489202792177275,-0.138149352166778,-0.00364640231703956,0.118425620503551,1.05954727136726,0.207945530030726,1.15403220250179,0.192128095074359,0.754826293127373,"low","low","0","2"
"medium-intensity forest",42,4242284,2689465,1.1037223528642,0.142212631035406,-0.286668143669821,-0.36391229189359,-0.226163507973955,1.33914710301822,1.17256526861244,1.64433387889695,-0.385240095030259,1.26940455175528,1.62270598214883,1.42450046490798,0.912986505737991,0.31963626232559,0.470438159855946,-0.101355152930576,-0.362121283306825,-0.238472090188453,-0.0468887033352043,0.724789237446012,-0.591275957384417,0.479146236194496,2.55204051647043,-0.880157732568265,-0.528063521176162,0.0684207174284333,-1.29224406413237,-1.12917652478251,0.297430590371558,0.844394883071141,0.521167247504174,-0.440203111548112,-0.543971138846994,0.0450463125256027,0.548844489313289,0.126905706010746,-0.0603935252085648,0.0556011565645609,-0.417121649787328,0.022319107300257,-0.335962199679527,"low","medium","1","3"
"medium-intensity forest",42,4243284,2689465,1.07558044416579,-0.000620598956244166,-0.367028445521919,-0.456509091359846,-0.283090428999486,1.41357807716263,1.2474139098446,1.74443091910557,-0.390383106105887,1.34344036753707,1.72876556087982,1.48015207129546,0.981477426914189,0.304887690447836,0.48740829998261,-0.130450111446577,-0.456257500284046,-0.292719060189893,-0.0707364908400018,0.632958332807937,-0.62542222845859,0.475109239719154,1.99808738800042,-1.09416098400001,-1.0341055513441,-0.688885136920842,-1.26756577088281,-2.04893850115275,-0.430629695553872,-0.0107758365420212,-0.229013482808674,0.177918342917772,-0.369900650637106,-0.347071997271721,0.798666473107642,0.958168102355873,0.608527787690948,0.188015356827631,-0.0797538490271345,0.876169848934481,0.839499825443517,"low","medium","1","3"
"medium-intensity forest",42,4244284,2689465,0.919019596821994,-0.271421967616382,-0.450778263411371,-0.552408111473125,-0.339801415276185,1.50566699149458,1.34155512279111,1.87307066160476,-0.394993094218288,1.43428689231455,1.86394902521504,1.54844003415776,1.06659539946485,0.306037468493954,0.500865269089663,-0.156296989829492,-0.55312133451519,-0.352062542675454,-0.0899713304695832,0.537852521141989,-0.663740480187075,0.4100428362286,3.14827446634588,-0.408245876363209,-0.712423675771074,-0.396953129045649,-0.766693751878187,-1.50881164832773,0.0834971331070355,-1.21880396315685,-0.626490763850004,-0.0334277099578704,-0.527589927363427,-0.521558344563147,0.655444201992384,0.678282529110516,-0.226468973069955,0.0341248608679199,-0.0143943845551235,0.655601053264311,0.50810877587198,"low","medium","1","3"
"medium-intensity forest",42,4241284,2688465,1.05564057958178,0.0126984392988703,-0.401540296295404,-0.501980423331784,-0.303597092470032,1.36268640729934,1.20770420127268,1.67751881176361,-0.366335246933603,1.30232920057902,1.65018373960969,1.44924942698041,0.927937788640917,0.334769752683431,0.523295871902174,-0.150387750573305,-0.487961138881043,-0.31241013115127,-0.0766318218826283,0.587863107334157,-0.649139712788616,0.513400640161854,2.49055543372908,-0.868854150790752,-0.132480366024982,1.09982686578326,-0.172955873235592,-0.368221216720539,0.362025606781023,-1.43535615442717,-0.082485064947124,0.562279717771443,-0.18870187974256,-0.766468645587204,0.597294072603266,1.02542607040295,0.242634635897296,0.24791331301108,0.14549288265922,0.920007961195104,0.811895388637417,"low","medium","1","3"
"medium-intensity forest",42,4242284,2688465,1.03621586617324,-0.458732837104921,-0.361978922790172,-0.450263568302586,-0.281823817284674,1.39727788932261,1.24273306250071,1.72589453975027,-0.371159027282495,1.33622734719636,1.70342657414473,1.47473015266558,0.961826325619303,0.335378100855981,0.503535928935438,-0.123795394131666,-0.43162144086598,-0.287267366393623,-0.0513386864114161,0.639152197343127,-0.640307813642421,0.344998604882696,2.6032271321743,-1.07469677616001,-0.590868744618698,0.0344059707928467,-0.851451302047524,-1.10975186704058,0.384857142156072,-1.43535615442717,0.352556907250298,0.427433888303415,0.782583253614459,0.577351247345116,0.472070988503409,1.13630845461795,0.379473686901586,0.994651221726215,0.081805399041832,0.972557226877495,-0.238656153534026,"low","medium","1","3"
"medium-intensity forest",42,4243284,2688465,1.11500907336886,-1.8252695684828,-0.398165632080999,-0.485484662176595,-0.310204241569019,1.46205615383557,1.30924791032155,1.81500896854672,-0.373844632263469,1.40025626246022,1.79776437905123,1.52285972282097,1.02239804322837,0.333608360717658,0.516123308915429,-0.128313490232273,-0.471761936277147,-0.317788526383757,-0.0503799631372154,0.604222427292366,-0.706606588544851,0.563504100990508,2.75299741086719,-1.24981298063651,-1.50535739357288,-0.195715077726795,-1.09667438831407,-2.39724676062935,-0.0792615139551933,0.649664096533793,0.132558062288998,1.24634406296544,0.914786378475147,0.578165447705281,1.26174457261299,1.39103955869589,-0.526439568484031,2.03847880583962,-0.321305906610751,1.34297710835386,-0.0788438806849319,"low","medium","1","3"
"medium-intensity forest",42,4263284,2687465,0.621894006582675,0.427738293001341,-0.496696314209292,-0.583104156101671,-0.439394459321551,1.33348989475253,1.27309718539577,1.60429780994558,-0.320038275231892,1.29997343696552,1.58615918168709,1.4474786349931,0.882189852874496,0.39276081875354,0.401541789274707,0.0010747799984991,-0.564809212933802,-0.495923190522689,0.113434613286726,0.507410372349608,-0.810623594101445,0.157277843218828,-0.329246443348589,-0.0923337339880931,-0.70502495457416,0.418114951740395,-0.31770704410921,-1.95463470461974,-0.181025787737942,-1.43535615442717,-0.551238742846994,1.47299951166151,-0.350389557192353,-0.65173234795197,1.67519646874542,1.6877220699247,0.660067184754028,1.07464808162987,-0.601945785518109,1.93189440650396,1.01239258015597,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,5322284,2687465,0.958430530943543,1.17324562743678,-1.09858585334424,-1.06033187011859,-1.14261313055968,0.305766154273187,0.460875099587224,-0.0661423400165624,0.485205581860544,0.464289945132481,-0.0190184044851769,0.819229036693546,-0.25930462113966,0.160797660560698,-0.193377477121834,0.662942847679407,-1.09289341411687,-1.10142362258503,0.43291915771335,-0.0283504451602306,-1.10268091521795,-0.80179335464963,0.30769460232472,-0.738918553496477,1.14188125184276,0.776622781227401,-1.33167898068344,-2.00387809976767,0.468325046241167,0.444489216842092,-0.445856664707934,-1.00797624646355,-0.507984071237088,0.435759761916534,-0.447875254777173,-0.511471731577837,-0.771221231738486,-0.853815008919952,0.130517647974008,-0.288435647573697,0.510122692369514,"low","none","0","1"
"medium-intensity grassland",52,4236284,2686465,0.0950436407590159,0.564553997405877,-0.111539524432307,-0.150965950742769,-0.101674266149543,1.00248640116486,0.856963865729231,1.22398442242999,-0.32535791804551,0.95623400570694,1.169259291468,1.189094887529,0.589931113150389,0.334773623989986,0.466774125953969,-0.0460239415086587,-0.152640035139693,-0.11076201168787,-0.00434853562914574,0.935974238007225,-0.56572345310784,0.5305001799271,2.16264763587944,-0.590064460616349,0.613242266721746,0.119430170087773,0.187723936097804,-0.0785947868586748,-0.0400302599819035,-1.43535615442717,-1.06268679170859,1.13917244776065,0.51069764008412,0.17672906711945,0.282524727066095,1.35119463494429,0.557965062999397,0.838643674298711,0.333096628018065,1.15510269422382,0.323073778324896,"low","medium","1","3"
"medium-intensity forest",42,4264284,2686465,0.536562342160055,-0.377054090485739,-0.580863633343851,-0.689170653515325,-0.508622056980272,1.40975847806566,1.36785044126657,1.70297648473053,-0.303198923877907,1.38599996267273,1.67954393767166,1.51214347723176,0.944400859724267,0.435754996282735,0.479405604314952,-0.0145932557138636,-0.664234568611031,-0.564301399684647,0.104925490287244,0.402221181519775,-0.849541844105149,0.0855721358675367,-0.613653458217762,-1.40624503449743,0.11318555735094,0.271696326831219,-0.674491503531196,-1.23341918982751,1.33354523323997,-0.967712950377363,-1.03722584922927,0.807912133970858,0.115783348623551,0.269289348493528,0.852591104377057,0.735480678651,-0.509248283233607,0.884983961258045,-0.213514659105791,0.733962855368305,0.030383102849974,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,4614284,2686465,0.407297778000203,0.825751578720605,-1.99673339266365,-2.0741323001631,-1.84317407471921,1.25602376192118,1.77673289513772,0.617914890511271,0.94852947257968,1.73807876116269,0.64439580443169,1.77679580130004,0.179929400988781,0.856687688183019,0.34493184656452,0.515315838109823,-1.84171104422392,-1.8704448553375,0.751149009370137,-0.971285048002223,-1.59979796775916,1.73347641882919,0.694370312666517,-0.455445712813764,-1.12087497770745,-0.930421388549708,0.227055394196754,-0.349001636585278,0.217918657600761,-1.35353943529545,-0.716844601121987,0.336319072447248,-0.719901188136718,0.155338068409848,-0.623328353559772,-1.00374381742578,-0.12509922701678,-1.2286343570287,-3.3788320049689,-0.955880297049673,0.178993219184002,"low","none","0","1"
"forest/shrubs and cropland mosaics",71,4210284,2685465,-0.254402068621385,0.832080222507361,0.183451168729265,0.127603868535068,0.201091608685437,0.779934563965171,0.591888101457746,0.852171929470922,-0.311817766792187,0.715157305069846,0.775642027653293,1.00788116669163,0.339706961980967,0.160797660560698,0.464023779560065,-0.220663873593441,0.0801598491112272,0.202426425072993,-0.214807359835859,1.21223992598568,-0.354420944165931,0.423642389579992,0.98186993285824,0.643217608049052,2.15161428168179,2.12915683207594,1.16297702847512,-0.0252280396811631,0.536879456743332,-1.43535615442717,-0.598146146217615,0.566561989320231,-0.182499516122907,-1.15631945115569,0.705028478125212,0.176041698423253,1.21373292887325,0.34668402555362,0.0886853426704599,0.250533055064622,0.955986662065303,"low","low","0","2"
"forest/shrubs and grassland mosaics",72,4270284,2685465,0.628421248617198,-0.471041308945107,-0.814752859117242,-0.969090359743955,-0.696595557330882,1.35637065517263,1.3710730876082,1.59227023175449,-0.21956765992305,1.36479956433952,1.54504991298208,1.49620745747107,0.854443854651432,0.575346567955772,0.648196412696713,-0.0690474647054811,-0.925362700554512,-0.769273895573678,0.120786640819368,0.124616771894726,-0.955216458393816,0.461804852396081,2.33673703224157,-0.424208183883473,-0.987388509038861,0.270198889396715,-0.789452875965154,0.124438849795563,1.33206476755326,0.593637004822675,-0.709853405658048,1.08685145045275,0.513222418490428,0.693762054538267,1.93567505781798,1.015570163635,-1.02767358980843,1.99974792085412,-1.19318772125261,1.08553301840044,0.100439022576671,"low","none","0","1"
"medium-intensity forest",42,4271284,2685465,-0.127746158236841,-0.140940811431588,-0.690696164452987,-0.81640749258786,-0.607716782267767,1.33851266881401,1.35888707534344,1.56456392552276,-0.210413019122515,1.34987774154498,1.51414705471753,1.48499094827242,0.83343771439427,0.610019648572085,0.628010185380328,-0.0108975768300547,-0.775462044213709,-0.692980648084108,0.173941763565159,0.276036755031277,-0.905250743781249,0.261982879090416,1.830704481289,-0.480156402045879,-0.703930534109545,-0.548756465922298,-0.588061155239954,-0.100086081738959,0.560393307037796,0.893232336086953,-0.317609196854151,1.84592258716548,0.505939050624226,0.0355222111083205,1.39141253468741,2.36154750343156,0.90935162136956,1.56538873847579,-0.924656824136852,2.58140653533733,0.537939198166559,"low","medium","1","3"
"forest/shrubs and cropland mosaics",71,4209284,2684465,0.730697324320555,0.949140148327678,0.0704825732802816,-0.0214999722778392,0.139326646191856,0.86709332895772,0.689018883002777,0.94865395518275,-0.290142548785016,0.809535874021853,0.870045084954617,1.07882411390263,0.409537648652492,0.160797660560698,0.507533408490237,-0.305779376799035,-0.0609980910619423,0.124445915530631,-0.255628907127093,1.06436936603344,-0.40025901810331,0.221463634040566,-0.0543681149855005,-0.124664479296225,-0.471663097069997,1.20689800307963,-0.443853253455422,-1.25638366477445,0.402707843139029,-0.971988637540307,-0.223516526939899,-0.622149630654442,-1.40735507878168,-1.17769585846098,0.473748963893966,-0.0712239559398089,-0.711371119113815,-0.68367610851015,0.444861757190038,-0.0359635455184008,0.537744863167893,"low","low","0","2"
"medium-intensity forest",42,4258284,2684465,0.408743790153087,-0.222034110810848,-0.456309936499882,-0.525329988601758,-0.413837996792378,1.22001863384144,1.12914829788643,1.48712586464712,-0.355174125317007,1.1773185809665,1.47875321987736,1.35528082916775,0.80921915118859,0.454416906041357,0.464388945100976,0.0249675077379762,-0.506115410676575,-0.467907830919257,0.137037726622585,0.564706673051254,-0.796256306609773,-0.401928313985971,0.800491748837896,-0.232978050745057,-0.720393143366325,1.47139624838844,-0.969440197124528,0.383347404361405,-0.477025799437812,0.324302187554837,-1.32829458998244,1.13347134715905,0.320610588859245,-0.036993566345325,1.74016243201025,1.45016826270227,-0.0165826461691247,1.73897869448254,-0.67628570738149,1.41245182124331,-0.177944015715421,"low","medium","1","3"
"medium-intensity forest",42,4504284,2684465,-0.247947351498358,-0.317856245367428,-0.717405081004962,-0.751934454372175,-0.676981771576114,0.18147077542077,0.60356282515648,-0.259979239828545,0.980778100108756,0.581603995769985,-0.253595564461642,0.907491157850395,-0.683615817638255,0.744384956399138,0.561772869807775,0.217216629699156,-0.646360634130173,-0.754741022513267,0.411545348354565,0.339976518157421,-0.944190014557266,1.25623859484811,-0.177272810683353,0.56554276436191,-0.622547702370846,0.0839379170741738,-0.184744309496891,-0.177245415347457,0.116736035488229,-0.424736786145555,-0.443512975360295,0.0451943968793517,-0.297545794863963,-0.131551119140525,0.0954075881939949,-0.191004872241309,-0.20070518908938,-0.428513556178705,-0.211547622806263,-0.056632609636636,0.218407755927801,"low","medium","1","3"
"high-intensity forest",43,4062284,2683465,0.735762852932677,0.437798992622442,0.0172982923724992,-0.101688918598366,0.117437100009241,0.717991202291494,0.136497073855314,1.34698599331582,-2.06161784585787,0.172429941715488,1.18388362699823,0.479949267221791,0.830893302800174,-0.187147629772362,0.19899908582865,-0.389623304459577,-0.139593411990696,0.186480518588584,-0.437053214600311,-1.56793005594767,-0.178448353042404,0.442019046241122,0.314512083264562,0.343209025300967,-0.88293003486214,-0.622007437714812,1.07504280092513,1.39556237787424,-0.506069468594874,-0.70687552587941,-1.17997091517893,-0.0389194413098603,-1.10951377890945,-1.25054256896424,1.18759329588257,0.197424966375916,0.103030660896531,0.189436825347328,0.243423189857796,0.385259173933473,1.47616234017523,"high","high","1","4"
"medium-intensity forest",42,4210284,2683465,0.0392904265806955,0.676808623149838,0.0375511311958432,-0.0565274534244962,0.116116509676588,0.91402717371666,0.749011317533718,0.996770184846967,-0.260365905895953,0.867558881476611,0.916102096998955,1.12243913371692,0.441461211814023,0.160797660560698,0.505650330255993,-0.304347684627705,-0.103700107919194,0.0956390520944376,-0.260124284297732,1.02963160728334,-0.415611534601838,0.325088174704438,0.498272132690793,0.568040655709751,-0.177099962950633,1.41854775207222,-0.941238287061629,0.00639722456503373,0.106132470815833,-1.43535615442717,-1.08406714104783,2.30447527921918,-0.648461188824786,-0.933886332977619,1.58664495661591,0.392120257175573,-0.841602330924142,0.638669086287239,-0.382663388897152,0.630978945050234,1.39048942350283,"low","medium","1","3"
"forest/shrubs and grassland mosaics",72,4264284,2683465,0.885217006629503,0.159538962539439,-0.608989006108012,-0.708935790301284,-0.541524924232261,1.46491322753126,1.44149280731434,1.7925775785405,-0.284496378607451,1.4528738864806,1.76235780569573,1.56241159741175,0.998652484190184,0.542768970271995,0.54512921243167,0.0151198153626715,-0.67064910768697,-0.604571570297815,0.158341629075948,0.382619527879345,-0.868039120579544,0.736705921643465,2.72550793654495,-0.365048036246959,1.34112039971558,0.925092288715587,-0.158307583437801,-0.704965893258343,1.54574100463054,0.736381170683049,0.466090852680221,1.20729996393488,0.259202075179509,0.47134878067006,1.60137736205096,1.54044493821197,-0.705567658850378,1.58516739856148,-0.937576037547055,1.51414737282824,0.519056190977203,"low","none","0","1"
"shrub",80,4500284,2683465,0.582237335132138,-0.197508912935332,-1.65449271077036,-1.76619395834448,-1.48411236433345,0.555109858969096,1.07398330807006,-0.0475074865421536,1.06556675374478,1.01665507649797,-0.0239740769003852,1.23451249539441,-0.436659089163287,0.740706109086601,0.469436275585891,0.305841702203473,-1.59317844352207,-1.51173148749983,0.489809306548196,-0.665893753001176,-1.39794128221534,1.07803957974779,0.923577305365278,-0.451848586045799,1.02696538585264,-0.356301562591263,-0.936509531239039,-0.598400583876216,1.75437297261956,-0.0449270331365138,-0.968274265687122,-1.08581089801959,0.815941804816413,0.793428933464544,-0.811106289356742,-1.90927840879735,-2.38658538905235,-0.450911327107591,0.802843630027458,-1.84202585520067,-0.979063631439134,"low","none","0","1"
"forest/shrubs and grassland mosaics",72,4507284,2683465,0.354609800545143,-1.3720007821313,-1.86666294735718,-1.99972969492921,-1.66576116042651,0.678062511053691,1.14941665720606,0.120960176824027,0.969555579444648,1.10809391626391,0.132368191371227,1.30324569250243,-0.280296641853279,0.731706980483221,0.440558025277803,0.332410145122994,-1.80984130981909,-1.67647242271876,0.494949279859658,-0.897497848169821,-1.5000602853053,0.975555157778707,3.841477026606,-1.48813555659769,1.52874887591217,-0.541958544010959,-0.265234803831392,0.0599797309354293,-0.994175185731843,-1.16468989426738,-1.16965373273271,-2.24969614667083,1.9986105453503,1.50971163224713,-2.58686353300524,-2.37511872701081,-3.29579896387349,-2.15925960416643,2.4324231438327,-2.39321727310068,-2.07838559201759,"low","none","0","1"
"forest/shrubs and grassland mosaics",72,4542284,2683465,-0.150950889970599,0.584173519844277,-1.07450109859407,-1.10523900250215,-1.00762968096643,0.642483663240076,0.912001227573299,0.422164824524808,0.459416103593456,0.892962761940674,0.405915979311775,1.14153484761393,-0.0256220480899253,0.715033816205042,0.384314795420135,0.333517965027539,-0.982153287921063,-1.08652018456328,0.534579232172287,-0.0104057461814753,-1.1300730790584,1.00448828469801,0.380882605192741,0.258171646914596,1.73294214783476,-0.0612452817533335,-0.262661736134379,-1.15795269504713,0.770647542556553,1.07859595869774,0.565731619353972,-0.308249946885122,0.782137409808584,0.717111219705468,-1.04737042096322,-0.836723780171281,-0.885259431638627,-0.649616648412756,0.551873215304832,-0.704093708673709,0.258857145012361,"low","none","0","1"
"medium-intensity forest",42,4248284,2682465,-0.43372950751199,0.559579739708693,-0.192774530706554,-0.218133144633559,-0.206151046935425,1.49713396882432,1.41456440048443,1.89810717809234,-0.333321040958626,1.46818776809644,1.86810516081645,1.57392281131478,1.06672850083005,0.508742397849964,0.482029844812314,0.0731459767541515,-0.180459867615607,-0.261124513618631,0.190761637371485,0.86936260334441,-0.679499219690675,0.214803481325438,0.0899734019706484,-0.928878609083767,-1.06562829350376,0.948707533141063,-1.14949875001756,-1.67874909391461,0.204035145270173,-1.01343590756308,-0.910946935704102,0.277439213818864,-0.00074991105059052,0.374471778246697,0.719249489336002,1.06936632953073,0.952959862750027,0.488288185083493,0.0487919731478491,1.00391407245084,0.643719875869667,"low","medium","1","3"
"medium-intensity forest",42,4250284,2682465,-0.8559828758512,-0.406175662347324,-0.492869397425494,-0.577317815015011,-0.42919513662032,1.74141201145473,1.66576671652406,2.24086177583733,-0.341971921389978,1.70989579258351,2.2268867447379,1.75561108877087,1.28845465172197,0.508742397849964,0.585333010098491,-0.022868374081078,-0.527500043378499,-0.46027075401767,0.101588116465319,0.51314885294068,-0.80488975666985,0.479563233929812,2.6369212028402,-0.128856679579254,-1.16263502045806,-0.578894459719252,-0.0649068490729196,0.209435155230154,-1.07901998331233,-1.43535615442717,-1.713136323613,1.90711066441771,0.329117104994375,0.168720137125092,1.39273235696364,1.96763303497487,0.317758176335097,1.18331673291509,-0.858580796441445,2.24775511484355,0.89407470883196,"low","medium","1","3"
"shrub",80,4500284,2682465,0.60327927929906,-0.83012076355425,-1.86207063993631,-1.98849464655785,-1.65775448081484,0.669923152274554,1.21556484390349,0.0123426951575838,1.09188323042799,1.14920788680395,0.0427878319833284,1.33415044422779,-0.368825397273756,0.718005320506045,0.431922479160011,0.322476675983621,-1.79880161016275,-1.67283147492404,0.501844642802412,-0.886355728123103,-1.49555910413818,0.629918909375643,2.89675362977844,-0.63188882466513,-0.0488102821802705,-0.533149363625642,-1.12444552949868,-0.856124093117089,-0.068162908308054,0.711280299060674,-1.30279516645784,-0.541328631008442,0.394094247676479,0.503464461543074,-0.688731600223062,-1.08826134659397,-0.107902284369781,-0.321209211646126,0.222277549637722,-1.16210947772498,-0.772085404661028,"low","none","0","1"
